id,image_id,api_link,title,artist_title,date_start,date_end,date_display,place_of_origin,medium_display,artwork_type_title,category_titles
132672,6c66d5f0-a6ff-09e5-6c9b-c4a5ca80e396,https://api.artic.edu/api/v1/artworks/132672,Volunteer,James Rosenquist,1963,1964,1963/64,United States,Oil on canvas,Painting,['Contemporary Art']
133364,5d1e201c-71f9-4304-261c-a335d6d3a78f,https://api.artic.edu/api/v1/artworks/133364,Landscapes,Huang Binhong,1945,1955,1945/55,China,Album leaves; ink and color on paper,Painting,['Arts of Asia']
133363,b8f5b24e-d8f8-88f8-8869-b75f29a7601a,https://api.artic.edu/api/v1/artworks/133363,Landscapes,Huang Binhong,1945,1955,1945/55,China,Album leaves; ink and color on paper,Painting,['Arts of Asia']
133365,f7a19f52-d1e7-aa37-396d-20f9c88f23c4,https://api.artic.edu/api/v1/artworks/133365,Landscapes,Huang Binhong,1945,1955,1945/55,China,Album leaves; ink and color on paper,Painting,['Arts of Asia']
134057,edac05ea-4a88-35c5-07ae-93c31f94ac31,https://api.artic.edu/api/v1/artworks/134057,Exotics,Paul Klee,1939,1939,1939,Germany,Oil on burlap,Painting,['Modern Art']
134055,d82d7e71-2a95-0b05-2bc5-4772d6d9c966,https://api.artic.edu/api/v1/artworks/134055,Ginny with the Yellow Hat,Alice Neel,1971,1971,1971,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists']"
136950,f3f8eca8-c86b-7d5b-7e02-b277f63184a7,https://api.artic.edu/api/v1/artworks/136950,Tenth Cloth Octagonal,Richard Tuttle,1967,1967,1967,United States,Cloth,Painting,['Contemporary Art']
139907,c676a0e8-d084-f1be-eaef-3be77a754568,https://api.artic.edu/api/v1/artworks/139907,The Estuary Farm,Jules Dupré,1830,1830,1830/35,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
140599,a840adca-56f5-7759-97ea-19595a286b82,https://api.artic.edu/api/v1/artworks/140599,Mansion by the River 青櫺歸隱圖,Zhang Yin,1810,1810,"Qing dynasty (1644–1911), 1810 清朝",China,Hanging scroll; ink and light colors on paper,Painting,['Arts of Asia']
140588,1c8c83cd-676f-dbd2-cd54-c61667c2386b,https://api.artic.edu/api/v1/artworks/140588,"Kichik Beg Wounded during Babur's Attack on Qalat, from a copy of the Baburnama (Book of Babur)",Mughal,1585,1595,c. 1590,India,Opaque watercolor and gold on paper,Painting,['Arts of Asia']
142524,31bdf17a-cd83-9cc7-61bc-5e09be0d7160,https://api.artic.edu/api/v1/artworks/142524,The Four Accomplishments,Kanô Tsunenobu,1636,1713,c. 1700,Japan,Ink and colors on silk,Painting,['Arts of Asia']
144814,35bd0b59-ba23-b13d-ebc8-75388610b344,https://api.artic.edu/api/v1/artworks/144814,Alex,Chuck Close,1991,1991,1991,United States,Oil on canvas,Painting,[]
145289,bf3537d3-21ee-ae1e-a13f-631afb0263d0,https://api.artic.edu/api/v1/artworks/145289,Maggie's Brain,Christopher Wool,1995,1995,1995,United States,Enamel on aluminum,Painting,"['Contemporary Art', 'Chicago Artists']"
145677,1b2f28c5-4dcd-20fd-e400-40b3b6bc986b,https://api.artic.edu/api/v1/artworks/145677,Poetic Thoughts in a Forest Pavilion 林堂詩思圖,Ni Zan,1366,1376,"Early Ming dynasty (1368–1644), c. 1371 明朝",China,Hanging scroll; ink on paper,Painting,['Arts of Asia']
146272,7616bc53-7a4b-a7bb-0dac-131cf91aff80,https://api.artic.edu/api/v1/artworks/146272,The Marsh,Constant Troyon,1840,1840,1840,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
146559,131a927a-05db-f32b-0fe8-b7cad95ebe09,https://api.artic.edu/api/v1/artworks/146559,The Gathering at the Orchid Pavilion (front); Geese among Reeds (back),Noguchi Shohin,1895,1905,1900,Japan,"Pair of six-panel screens; ink, colors, and gold on silk (front); ink and silver on paper (back)",Painting,"['Arts of Asia', 'Women artists']"
146909,ec22f356-36cc-4e3d-c108-aae2ac7ce298,https://api.artic.edu/api/v1/artworks/146909,Untitled,Keith Haring,1981,1981,1981,United States,Flourescent paint and sumi ink on laminated canvas,Painting,['Contemporary Art']
146918,ab4cb1d2-0f93-c554-39cf-b40cdc461ef9,https://api.artic.edu/api/v1/artworks/146918,F House,Ed Ruscha,1987,1987,1987,United States,Acrylic on canvas,Painting,"['Contemporary Art', 'Halloween']"
146953,5de78980-17d7-8fb5-83de-7b2ae4e997f2,https://api.artic.edu/api/v1/artworks/146953,Two Cows and a Young Bull beside a Fence in a Meadow,Paulus Potter,1647,1647,1647,Netherlands,Oil on panel,Painting,['Painting and Sculpture of Europe']
146994,b6647a72-7dd9-6ebe-779c-bec46e0901d8,https://api.artic.edu/api/v1/artworks/146994,Ice (1),Gerhard Richter,1989,1989,1989,Germany,Oil on canvas,Painting,['Contemporary Art']
146991,ba0756fd-837e-224d-1711-f6486ed2335d,https://api.artic.edu/api/v1/artworks/146991,Untitled,Clyfford Still,1958,1958,1958,United States,Oil on canvas,Painting,"['Contemporary Art', 'Essentials']"
146990,e6e34aa0-a5e4-f727-2f3c-64d7d9b9a375,https://api.artic.edu/api/v1/artworks/146990,"Abstract Painting, 1960-65",Ad Reinhardt,1960,1965,1960/65,United States,Oil on canvas,Painting,['Contemporary Art']
146987,51422f20-27e4-80fe-fa64-0feaad72ec63,https://api.artic.edu/api/v1/artworks/146987,In Lovely Blueness No. 2,Sam Francis,1955,1956,1955/56,United States,Oil on linen,Painting,['Contemporary Art']
146998,9cfecb3d-7496-1b54-5650-25876a5decfe,https://api.artic.edu/api/v1/artworks/146998,Little Landscape at the Seaside (Kleine Landschaft am Meer),Gerhard Richter,1969,1969,1969,Germany,Oil on canvas,Painting,['Contemporary Art']
146997,1cd7aea0-f7a7-b566-52c9-0407bf5c442e,https://api.artic.edu/api/v1/artworks/146997,Ice (4),Gerhard Richter,1989,1989,1989,Germany,Oil on canvas,Painting,['Contemporary Art']
146996,28914b5e-2894-f88e-81c3-4a4e7c55b469,https://api.artic.edu/api/v1/artworks/146996,Ice (3),Gerhard Richter,1989,1989,1989,Germany,Oil on canvas,Painting,['Contemporary Art']
146995,07783936-58fb-859d-9350-fb600510177a,https://api.artic.edu/api/v1/artworks/146995,Ice (2),Gerhard Richter,1989,1989,1989,Germany,Oil on canvas,Painting,['Contemporary Art']
147002,38384f8b-a065-0064-9eb7-c47e57b63b38,https://api.artic.edu/api/v1/artworks/147002,Mrs. Wolleh with Children (Frau Wolleh mit Kindern),Gerhard Richter,1967,1967,1967,Germany,Oil on canvas,Painting,['Contemporary Art']
147001,57742936-071c-1851-fa58-eb7b99b943d9,https://api.artic.edu/api/v1/artworks/147001,Flowers (Blumen),Gerhard Richter,1993,1993,1993,Germany,Oil on canvas,Painting,['Contemporary Art']
147000,4ba4e0d9-7167-84fa-0d9b-fad379643109,https://api.artic.edu/api/v1/artworks/147000,Mouth (Mund),Gerhard Richter,1963,1963,1963,Germany,Oil on canvas,Painting,['Contemporary Art']
146999,151932ad-188a-1a3f-9fcc-922dad1564a7,https://api.artic.edu/api/v1/artworks/146999,Candle (Kerze),Gerhard Richter,1982,1982,1982,Germany,Oil on canvas,Painting,['Contemporary Art']
147005,01e93a51-4f67-6493-ed11-966d39820973,https://api.artic.edu/api/v1/artworks/147005,"Painted Banner (Thangka) of Vajriputra, One of the Sixteen Great Arhats",Tibeto-Chinese,1675,1725,late 17th/early 18th century,Tibet,Pigment and gold on silk and cotton,Painting,['Arts of Asia']
147478,03bfd0a4-ce6d-5b37-22d8-8e3de4004e0a,https://api.artic.edu/api/v1/artworks/147478,Sitges,Juan Roig y Soler,1801,1900,19th century,Spain,Oil on masonite,Painting,['Painting and Sculpture of Europe']
149075,6c56d92c-45f8-1117-13d4-6eb9b6d5369e,https://api.artic.edu/api/v1/artworks/149075,Barbarian Envoys Presenting Tribute,Su Liupeng,1821,1861,"Qing dynasty (1644–1911), c. 1850/1900",China,Handscroll; ink on silk,Painting,['Arts of Asia']
149374,05016059-438b-ea38-8777-e68742c4eb3c,https://api.artic.edu/api/v1/artworks/149374,Iron Sharpens Iron,Louise Fishman,1993,1993,1993,United States,Oil on linen,Painting,"['Contemporary Art', 'Women artists']"
150041,28293f6a-c042-d4fc-e205-6f4bb9bfbc2b,https://api.artic.edu/api/v1/artworks/150041,The Elliott Room: Charter III,Robert Ryman,1985,1987,1987 [series 1985/87],United States,"Lascaux acrylic on epoxy-edged fiberglass with aluminum, four black oxide round steel bolts",Painting,['Contemporary Art']
150040,2a251ca3-f9b4-2c1b-dbd4-d4d23c5e2386,https://api.artic.edu/api/v1/artworks/150040,The Elliott Room: Charter II,Robert Ryman,1985,1987,1987 [series 1985–87],United States,Lascaux acrylic on epoxy-edged fiberglass with aluminum with four unpainted round steel bolts,Painting,['Contemporary Art']
150043,b75d96b1-3dcc-09d4-8f9a-04d1ce02f4a8,https://api.artic.edu/api/v1/artworks/150043,The Elliott Room: Charter V,Robert Ryman,1985,1987,1987 [series 1985/87],United States,"Lascaux acrylic on fiberglass with epoxy edges with aluminum, four unpainted round steel bolts",Painting,['Contemporary Art']
150042,78708277-c3bb-a231-a35e-321eeb286f42,https://api.artic.edu/api/v1/artworks/150042,The Elliott Room: Charter IV,Robert Ryman,1985,1987,1987 [series 1985/87],United States,"Lascaux acrylic on epoxy-edged fiberglass panels with aluminum, four round painted bolts",Painting,['Contemporary Art']
150064,ed714580-7164-7573-88bb-2f59e070775d,https://api.artic.edu/api/v1/artworks/150064,Untitled,Guillermo Kuitca,1995,1995,1995,Argentina,Chalk and acrylic on canvas,Painting,"['Contemporary Art', 'Latin American']"
150071,56544a59-57ef-88d0-d850-e85fdd60f3a4,https://api.artic.edu/api/v1/artworks/150071,"Longeuil, Normandie",Lyonel Feininger,1909,1909,October 1909,United States,Oil on canvas,Painting,['Modern Art']
150406,7739a403-99b6-d151-c892-e93a0b17e4ef,https://api.artic.edu/api/v1/artworks/150406,Landscape with Daoist Immortals Playing Weiqi,Dai Jin,1400,1499,"Ming dynasty (1368–1644), 15th century",China,Hanging scroll; ink and colors on silk,Painting,['Arts of Asia']
150426,f79bf4b5-f500-dcac-765e-7ff017880641,https://api.artic.edu/api/v1/artworks/150426,"Layla Visiting Majnun in the Desert, page from a copy of the Khamsa of Nizami",Islamic,1501,1600,"Safavid dynasty (1501–1722), 16th century",Iran,Ink and color on paper,Painting,['Arts of Asia']
151048,9d839cee-c9a0-636e-b5e9-89a0cd71d239,https://api.artic.edu/api/v1/artworks/151048,Yang Guifei,Katsukawa Shunsho,1784,1797,1789-92,Japan,Hanging scroll; ink and colors on silk,Painting,['Arts of Asia']
79600,d0ff476b-fad1-2594-e18b-5bc7e0bb57a6,https://api.artic.edu/api/v1/artworks/79600,The Railway Crossing (Sketch),Fernand Léger,1919,1919,1919,France,Oil on canvas,Painting,['Modern Art']
151364,d35a28b7-d36c-fce5-9131-5a1b934a3635,https://api.artic.edu/api/v1/artworks/151364,Untitled,Jackson Pollock,1938,1941,c. 1938–41,United States,Oil on linen,Painting,['Contemporary Art']
152429,d38260e3-3ccc-611a-1c4f-7a86db168f94,https://api.artic.edu/api/v1/artworks/152429,Koryo Dynasty Cup with Dragon Head Handle,Byron Kim,1994,1994,1994,United States,Oil on linen,Painting,['Contemporary Art']
152755,329057ac-40ca-791b-1da2-55d2c915a056,https://api.artic.edu/api/v1/artworks/152755,So What,Judy Ledgerwood,1998,1998,1998,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty']"
152754,5de5132e-9251-8147-64a0-36428102ca59,https://api.artic.edu/api/v1/artworks/152754,Echolocation,Fred Tomaselli,1998,1998,1998,United States,"Epoxy, gesso, hemp leaves, pills and capsules, paper cut-outs, acrylic on board",Painting,['Contemporary Art']
152751,a06d82ea-222d-70c9-2b1b-ec52e8c69a83,https://api.artic.edu/api/v1/artworks/152751,The Odyssey Suite Portfolio,Christian Eckart,1988,1990,1988/90,Canada,Laquer on eight aluminum panels,Painting,['Contemporary Art']
153698,d585b957-3864-90eb-280e-a1fe4af1291b,https://api.artic.edu/api/v1/artworks/153698,Antwerp,Georges Braque,1906,1906,1906,France,Oil on canvas,Painting,['Modern Art']
153702,cd277f61-c27e-f8d5-766a-96e81fa9c061,https://api.artic.edu/api/v1/artworks/153702,Still Life,Fernand Léger,1926,1926,1926,France,Oil on canvas,Painting,['Modern Art']
153701,a3c73ab6-76b7-a016-5bff-ab2bc566d26f,https://api.artic.edu/api/v1/artworks/153701,Reclining Woman,Fernand Léger,1922,1922,1922,France,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
153699,90cb302e-5f3a-75d5-9d3a-ee157516b4be,https://api.artic.edu/api/v1/artworks/153699,Woman at an Easel (Green Screen),Georges Braque,1936,1936,1936,France,Oil on canvas,Painting,['Modern Art']
154125,7e0deb1d-e53f-2343-ef65-4578b2851405,https://api.artic.edu/api/v1/artworks/154125,Soldier,Luc Tuymans,1999,1999,1999,Belgium,Oil on canvas,Painting,['Contemporary Art']
154129,ae9da2f7-4caf-6fde-885e-b56b0ff1e6c0,https://api.artic.edu/api/v1/artworks/154129,Towards Identity,Nelson Stevens,1968,1972,1970,United States,Oil on canvas,Painting,"['Contemporary Art', 'African American artists', 'African Diaspora', 'Contemporary works by BIPOC artists, summer 2021']"
154128,42f82b29-bf14-ac5d-690f-ff4cdc9c9ef3,https://api.artic.edu/api/v1/artworks/154128,Wilderness Storms,Roger Brown,1976,1976,1976,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'SAIC Alumni and Faculty']"
154483,b7386981-6698-737b-f505-7b1fe0b34dbf,https://api.artic.edu/api/v1/artworks/154483,Yellow Angels,Gary Hume,1999.0,1999.0,1999,England,Enamel paint on aluminum panel,Painting,['Contemporary Art']
156078,362f2f5a-0621-8a3c-b262-f5b1a14b3a35,https://api.artic.edu/api/v1/artworks/156078,Procession Canvas-Diptych,William Kentridge,2000,2000,2000,South Africa,"Paper collage, charcoal and paint on canvas",Painting,['Contemporary Art']
156077,2a637fc8-9360-2053-e867-92ee9d11586b,https://api.artic.edu/api/v1/artworks/156077,Transom #2 (Twilight),Julia Fish,1994,1994,1994,United States,Oil on canvas,Painting,"['Chicago Artists', 'Contemporary Art', 'Women artists']"
156076,d929e656-fb37-f337-e025-e933e42ba3b9,https://api.artic.edu/api/v1/artworks/156076,Achrome,Piero Manzoni,1957,1958,1957/58,Italy,Kaolin on folded canvas,Painting,['Contemporary Art']
156474,be2c9626-8088-8502-48a0-e55d77d92d94,https://api.artic.edu/api/v1/artworks/156474,Relaxing in the Shade,Yamakawa Shûhô,1928.0,1938.0,c. 1933,Japan,Two-panel screen; ink and color on silk,Painting,['Arts of Asia']
156480,cb593608-2769-ded6-ccda-2ab32270ed7a,https://api.artic.edu/api/v1/artworks/156480,Autumn,Ikeda Terukata,1906.0,1916.0,About 1911,Japan,"Hanging scrolls; ink, colors, and gold on silk",Painting,['Arts of Asia']
156479,ba88146a-5a78-df33-cbce-01b08814aaf3,https://api.artic.edu/api/v1/artworks/156479,Spring,Ikeda Terukata,1906.0,1916.0,About 1911,Japan,"Hanging scrolls; ink, colors, and gold on silk",Painting,['Arts of Asia']
156478,8a4d8fc5-c1eb-cc43-ecee-9a6ef71e3ba8,https://api.artic.edu/api/v1/artworks/156478,Beauty Under the Cherry Blossoms,Enomoto Chikatoshi,1930.0,1939.0,early 1930s,Japan,Hanging scroll; ink and colors on silk,Painting,['Arts of Asia']
156477,70150c4d-ca6e-5d23-5c94-d63e24cdaf6b,https://api.artic.edu/api/v1/artworks/156477,Heron Maiden,Nakamura Daizaburô,1920.0,1925.0,1920/25,Japan,"Hanging scroll; ink, colors, and gold on silk",Painting,['Arts of Asia']
156598,88c7b67d-4607-f65a-f538-3da15a872968,https://api.artic.edu/api/v1/artworks/156598,Type B,Christopher Wool,1986,1986,1986,United States,Enamel on aluminum,Painting,"['Contemporary Art', 'Chicago Artists']"
157155,081458d1-4814-0850-bbd2-f9bcdd07b56a,https://api.artic.edu/api/v1/artworks/157155,La Jaune,Ghada Amer,1999.0,1999.0,1999,Egypt,"Acrylic, embroidery, and gel medium on canvas",Painting,"['Contemporary Art', 'Women artists']"
157159,ab716df2-5969-611c-2703-8e139afbe07c,https://api.artic.edu/api/v1/artworks/157159,Museum without Ceiling,Roger Brown,1976.0,1976.0,1976,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists']"
157157,5bfc7cef-3c8c-4239-65ac-826c735643f5,https://api.artic.edu/api/v1/artworks/157157,Still Life,Giorgio Morandi,1955.0,1955.0,1955,Italy,Oil on canvas,Painting,['Contemporary Art']
158457,d81709f5-5bd8-7711-a244-64cb72daa0fa,https://api.artic.edu/api/v1/artworks/158457,Correct Me If I'm Wrong,Amy Sillman,1999.0,1999.0,1999,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists', 'SAIC Alumni and Faculty']"
158466,3438e064-a17a-e068-0acd-b8c80a65a815,https://api.artic.edu/api/v1/artworks/158466,Nude on a Table,John Currin,2001.0,2001.0,2001,United States,Oil on canvas,Painting,['Contemporary Art']
158639,52bf8856-560d-d3cc-2d62-2a7b06e00c5e,https://api.artic.edu/api/v1/artworks/158639,Blue Note,Judith Godwin,1982,1982,1982,United States,Oil on canvas,Painting,"['Contemporary Art', 'Women artists']"
160015,40c528cd-7871-a283-af68-4f2d0a250b3c,https://api.artic.edu/api/v1/artworks/160015,Willow Bridge and Waterwheel,Hasegawa Sôya,1645,1655,c. 1650,Japan,"Pair of six-panel screens; ink, color, gold, and silver on paper",Painting,['Arts of Asia']
160022,b576ac36-3fbe-ca3a-7f6c-5cb6f3938e30,https://api.artic.edu/api/v1/artworks/160022,Poetic Couplet in Seal Script,Wang Xu,1701,1800,"Qing dynasty (1644–1911), 18th century",China,Pair of hanging scrolls; ink on paper,Painting,['Arts of Asia']
160030,107dd824-9ae2-b091-9787-5901d5e300da,https://api.artic.edu/api/v1/artworks/160030,The Ecstasy of Saint Francis,Giovanni Baglione,1601,1601,1601,Italy,Oil on canvas,Painting,['Painting and Sculpture of Europe']
160136,11caaf7a-bf12-37f5-99c6-a096de76de18,https://api.artic.edu/api/v1/artworks/160136,Boats in an Estuary,Aelbert Cuyp,1640,1691,17th century,Holland,Oil on panel,Painting,['Painting and Sculpture of Europe']
181083,bda7594e-c61d-4e94-4a3c-c91ab3d095d0,https://api.artic.edu/api/v1/artworks/181083,Angel,Luc Tuymans,1992,1992,1992,Belgium,Oil on linen,Painting,['Contemporary Art']
181084,d4dda132-da5c-cefe-2e91-bfc2dcdf9ba9,https://api.artic.edu/api/v1/artworks/181084,Niks,Luc Tuymans,2002,2002,2002,Belgium,Oil on canvas,Painting,['Contemporary Art']
182391,8d893d4e-9d9e-442d-3f9e-bb865c29a861,https://api.artic.edu/api/v1/artworks/182391,Dark Star,Glenn Brown,2003,2003,2003,England,Oil on panel,Painting,['Contemporary Art']
182418,6d7dccae-5e0b-d726-4fb7-10837591d809,https://api.artic.edu/api/v1/artworks/182418,One of the 19 Poems of Antiquity- Times of Separation and Suffering after the War during the reign of Chien-an,Chu Ko,1998,2008,2003,Taiwan,Ink on paper (framed),Painting,['Arts of Asia']
182417,68c2269f-8f9e-2b7c-8877-6dd475cc6f87,https://api.artic.edu/api/v1/artworks/182417,Heavenly Motion,Chu Ko,2000,2003,2003,Taiwan,Ink on paper (framed),Painting,['Arts of Asia']
182416,260d09ba-f997-f3a7-6b68-29b03b63c6a3,https://api.artic.edu/api/v1/artworks/182416,Jogging Too Fast to Remember the Stroke,Chu Ko,2000,2003,2003,Taiwan,Ink on paper (framed),Painting,['Arts of Asia']
183002,998827d6-8f11-c2d0-fd08-58b93cc9cd04,https://api.artic.edu/api/v1/artworks/183002,Sound of stream from a forest after rain (Quan sheng dai yu chu xi lin),Zhu Daoping,1949,2004,20th century,China,Unmounted; ink and color on paper,Painting,['Arts of Asia']
183277,50852816-dfa8-ed7d-8f03-e5ce8aab166d,https://api.artic.edu/api/v1/artworks/183277,Landscape,Li Huayi,1997.0,2007.0,2002,United States,"Unmounted, ink and color on paper",Painting,"['Arts of Asia', 'Essentials']"
183278,0b479042-7cbf-d283-afae-5026c6931474,https://api.artic.edu/api/v1/artworks/183278,Landscape after the Ancient Masters,Zhang Hong,1999.0,2009.0,2004,United States,Hanging scroll; ink on paper,Painting,['Arts of Asia']
183287,8c56e29b-6b6f-394d-3a62-21c811932b72,https://api.artic.edu/api/v1/artworks/183287,Squirrel and Grapes,Shen Yongling,1694.0,1694.0,1694 清朝,China,Hanging scroll; ink and color on paper,Painting,['Arts of Asia']
183344,d9670476-7d0b-b6d7-2266-ed6f02ab0dc2,https://api.artic.edu/api/v1/artworks/183344,Taihu Rock,Rushan,1838.0,1899.0,"Qing dnasty (1644–1911), c. 1860",China,Folding fan (mounted); finger painting in ink on paper,Painting,['Arts of Asia']
184213,fc4b082e-f579-2f05-6bd5-2fb00485698f,https://api.artic.edu/api/v1/artworks/184213,Untitled,David Wojnarowicz,1983.0,1983.0,1983,United States,"Spray enamel, ink, and paper collage on board",Painting,['Contemporary Art']
184212,7082504c-97cf-9ff7-4cad-66373035bff4,https://api.artic.edu/api/v1/artworks/184212,Queer Basher/Icarus Falling,David Wojnarowicz,1986.0,1986.0,1986,United States,Spray paint and acrylic on board,Painting,['Contemporary Art']
184362,4f3baaee-14ea-81e0-6252-447ab15a9b1d,https://api.artic.edu/api/v1/artworks/184362,Mirror #3 (Six Panels),Roy Lichtenstein,1971,1971,1971,United States,Oil and Magna on two sets of three joined canvases,Painting,"['Contemporary Art', 'Essentials']"
184638,8b0169d9-a07d-6d31-0885-30c2eefe0486,https://api.artic.edu/api/v1/artworks/184638,"Inscription on the Stone Drums, and the Bilou Stele: Calligraphy in Seal Script",Qian Daxin,1728,1804,Qing dynasty (1644–1911),Northern China,Hanging scroll; ink on paper,Painting,['Arts of Asia']
184637,854e8be6-3737-38a8-8c57-7ab4180546b8,https://api.artic.edu/api/v1/artworks/184637,"Buddha, after an image at the Mogao Caves, Dunhuang",Xie Zhiliu,1912.0,1949.0,1944,China,"Hanging scroll, ink and colors on paper",Painting,['Arts of Asia']
185000,11eabc99-62ee-1bca-1596-a22eabf75e6f,https://api.artic.edu/api/v1/artworks/185000,Black Splash 6,Zhao Chunxiang,1975,1995,c. 1980/90,China,Unmounted; ink on paper,Painting,['Arts of Asia']
184999,3a580f19-8529-453c-9d27-383534a43410,https://api.artic.edu/api/v1/artworks/184999,Yandang Mountains after the Style of Shen Zhou,Cai Jiating,1644,1911,"Qing dynasty (1644–1911), early 19th century",China,Handscroll; ink and colors on paper,Painting,['Arts of Asia']
185011,84e39bcd-f85a-9b5e-582b-aa81aa695ccd,https://api.artic.edu/api/v1/artworks/185011,The Stream,Zeng Mi,1997,1997,1997,China,Ink on paper (framed),Painting,['Arts of Asia']
185032,6eae9932-5bd1-f369-09b9-02e7d48a0df4,https://api.artic.edu/api/v1/artworks/185032,Down the Road from my Brother's House,Maureen Gallace,2002,2002,2002,United States,Oil on linen,Painting,"['Women artists', 'Contemporary Art']"
185026,437ed1d0-a141-345a-2860-7490870d76e8,https://api.artic.edu/api/v1/artworks/185026,Untitled,Laura Owens,2004,2004,2004,Los Angeles,Oil and acrylic on linen,Painting,"['Contemporary Art', 'Women artists', 'SAIC Alumni and Faculty']"
185069,e11de6b3-c3e3-546e-c491-b841294caac3,https://api.artic.edu/api/v1/artworks/185069,"Living Rooms: SouthEast-One, with lights, action",Julia Fish,2003,2005,2003–05,United States,Oil on canvas,Painting,"['Contemporary Art', 'Chicago Artists', 'Women artists']"
185048,5160c749-86b4-350d-204d-5c4ff54e4ecd,https://api.artic.edu/api/v1/artworks/185048,Empathy Displacement/Loopy in Blue and Orange,Sue Williams,1997,1997,1997,United States,Oil and acrylic on canvas,Painting,"['Contemporary Art', 'Women artists']"
185081,46eeda1e-2a4f-ab33-2639-1dffef1584f4,https://api.artic.edu/api/v1/artworks/185081,Two,Richard Lindner,1976,1976,1976,United States,Oil on canvas,Painting,['Contemporary Art']
185189,ec39212c-5017-76cb-160e-b7065b4c47c9,https://api.artic.edu/api/v1/artworks/185189,Globe and Banjo,Jean Metzinger,1930,1930,1930,France,Oil on canvas,Painting,['Modern Art']
185188,67841e8f-a428-8488-2118-22215a2b53b5,https://api.artic.edu/api/v1/artworks/185188,Untitled,Victor Brauner,1957,1957,April 1957,Romania,Oil on canvas,Painting,['Modern Art']
185186,d9bbaa6a-3c52-20d8-5b42-64dcb940fde8,https://api.artic.edu/api/v1/artworks/185186,Animal,Victor Brauner,1950,1950,December 1950,Romania,Oil on canvas,Painting,['Modern Art']
185190,7ebb868a-19b4-381b-4180-5fabd19ac48f,https://api.artic.edu/api/v1/artworks/185190,Face Holding a Leaf,Léopold Survage,1929,1939,c. 1934,France,Oil on canvas,Painting,['Modern Art']
185222,637a65fa-a6f2-8a9f-a6f4-98fcffe2ec92,https://api.artic.edu/api/v1/artworks/185222,Group Pilgrimage to the Jizo Nun,Ike Taiga,1750,1770,1755/65,Japan,Hanging scroll; ink on paper,Painting,"['Arts of Asia', 'Essentials', 'Arts of Asia 100']"
185561,ae116aa2-35d0-81ba-1ac6-da86dae5f12a,https://api.artic.edu/api/v1/artworks/185561,It's a New Age,Sue Williams,1992,1992,1992,United States,Acrylic and oil on canvas,Painting,"['Contemporary Art', 'Women artists']"
186050,399e47c4-624e-1fe8-00c4-ef360312f449,https://api.artic.edu/api/v1/artworks/186050,The Second Part of the Return from Parnassus,Cy Twombly,1961,1961,1961,United States,"Wax crayon, lead pencil, oil paint, colored pencil on canvas",Painting,['Contemporary Art']
186049,bcd6b69a-80f4-6f89-d8cd-817237f8fe7e,https://api.artic.edu/api/v1/artworks/186049,The First Part of the Return from Parnassus,Cy Twombly,1961,1961,1961,United States,"Oil paint, lead pencil, wax crayon, colored pencil on canvas",Painting,"['Contemporary Art', 'Essentials']"
186382,7455f781-559f-86cb-3485-38759127e103,https://api.artic.edu/api/v1/artworks/186382,Brilliant Gloom,Michael Raedecker,2004,2004,2004,Netherlands,Acrylic and thread on canvas,Painting,['Contemporary Art']
186720,e5fd6efb-3a51-7ec8-0a2e-149088f64ae2,https://api.artic.edu/api/v1/artworks/186720,Untitled,Rudolf Stingel,1988,1988,1988,Italy,Oil and enamel on canvas,Painting,['Contemporary Art']
187038,b0d327fb-80ba-44cc-6864-79aa6fd4566c,https://api.artic.edu/api/v1/artworks/187038,The Prophet,Francis Alÿs,1999.0,2001.0,1999/2001,Belgium,"Oil on encaustic on wood and canvas, in two panels",Painting,['Contemporary Art']
187050,cd74179e-f331-ebfa-5fa5-ef505d81af0e,https://api.artic.edu/api/v1/artworks/187050,Orchids,Kim Eung-won,1855.0,1921.0,Joseon dynasty(1392–1910),Korea,"Hanging scroll, ink on paper",Painting,['Arts of Asia']
187047,d0708a7d-6b18-3ce7-6a28-070ef9a1b00f,https://api.artic.edu/api/v1/artworks/187047,Orchids 墨兰花,Chen Wu,1832.0,1832.0,"Qing dynasty (1644–1912), 1832 清代",China,Album leaves; ink on paper,Painting,['Arts of Asia']
187054,90bdf22d-72d2-8551-5e59-68625bdf0272,https://api.artic.edu/api/v1/artworks/187054,Untitled No. 19,Tang Haiwen,1901.0,2000.0,Undated (20th century),China,"Diptych, ink on paper",Painting,['Arts of Asia']
187053,d0455ccd-af95-814c-beae-d49d089f69f2,https://api.artic.edu/api/v1/artworks/187053,Ten Thousand Acres of Lotus,Li Huasheng,1991.0,1991.0,1991,China,"Hanging scroll, Ink and light color on paper",Painting,['Arts of Asia']
