id,image_id,title,artist_title,date_start,date_end,date_display,place_of_origin,medium_display,artwork_type_title,category_titles
111635,d8d2c353-396b-058d-bd27-aea2b2e040dc,Coney Island,Joseph Delaney,1932,1932,1932,United States,Oil on canvas,Painting,"['African American artists', 'African Diaspora', 'Arts of the Americas']"
220179,e3ff96fe-3c0a-dd53-661a-233ffc45fdd0,Object with Number 1,Joaquín Torres Garcia,1932,1932,1932,Uruguay,Oil and nails on wood,Painting,"['Modern Art', 'Latin American']"
99655,3e04f8b6-ad21-f6bf-1ff1-926cf33a5b15,The Seine at Triel,Albert Marquet,1931,1931,1931,France,Oil on canvas,Painting,['Modern Art']
5357,c617e2f0-d5fe-0772-390e-6d8c83895815,The Red Armchair,Pablo Picasso,1931,1931,16-Dec-31,Spain,Oil and Ripolin on panel,Painting,"['Modern Art', 'Essentials']"
61428,2d695bad-1205-6185-c3aa-3fd42210dbf9,Cow's Skull with Calico Roses,Georgia O'Keeffe,1931,1931,1931,United States,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
62271,528f813c-9a8b-b07a-d28f-ac443bac4dd8,Nude,Ivan Albright,1931,1931,1931,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
83905,0ecc7b1a-70b3-7ac6-1a46-3401d0963aa6,That Which I Should Have Done I Did Not Do (The Door),Ivan Albright,1931,1941,1931–41,United States,Oil on canvas,Painting,"['Chicago Artists', 'Essentials', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
93800,a2c1636a-6d3a-f3d6-71fa-740e55e48653,Wherefore Now Ariseth the Illusion of a Third Dimension,Ivan Albright,1931,1931,1931,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
93801,6e5c632f-6481-5dfa-b70d-a6510786b4c6,Showcase Doll,Ivan Albright,1931,1932,1931–32,United States,Charcoal and oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
111617,d812e25d-5d00-cb04-f973-c5eaf671d540,Cabin in the Cotton,Horace Pippin,1931,1937,c. 1931–37,United States,Oil on cotton mounted on Masonite,Painting,"['African American artists', 'African Diaspora', 'Arts of the Americas']"
64276,04e42e38-be5d-dacf-d627-17b2ca320cbe,...And the Home of the Brave,Charles Demuth,1931,1931,1931,United States,Oil and graphite on fiber board,Painting,['Arts of the Americas']
74694,aa351ec2-b220-ce2d-1d22-4f3cfd670e15,Chicago Harbor,William Samuel Schwartz,1931,1931,1931,United States,Oil on canvas,Painting,"['SAIC Alumni and Faculty', 'Arts of the Americas']"
73645,0bbd74cc-32ab-ca1b-737f-16359e9f2ed7,Still Life,Jean Lurçat,1930,1930,1930,France,Oil on panel,Painting,['Modern Art']
73646,c04fa77a-c8fc-e2b6-b871-6294a4eadaba,The Cello,Louis Marcoussis,1930,1930,1930,France,Oil on canvas,Painting,['Modern Art']
82509,7d6e2c73-0bf3-84e0-01c6-a456eba87204,Chartres Cathedral,Elie Lascaux,1930,1930,1930,France,Oil on canvas,Painting,['Modern Art']
185189,ec39212c-5017-76cb-160e-b7065b4c47c9,Globe and Banjo,Jean Metzinger,1930,1930,1930,France,Oil on canvas,Painting,['Modern Art']
61608,92da7102-0562-f4da-55f9-1d29828b20d7,Sunset,Paul Klee,1930,1930,1930,Germany,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
111665,7adb2405-9282-ffdd-3c20-4e33baa9bd08,Strange Glance,Paul Klee,1930,1930,1930,Germany,Oil on canvas,Painting,['Modern Art']
156478,8a4d8fc5-c1eb-cc43-ecee-9a6ef71e3ba8,Beauty Under the Cherry Blossoms,Enomoto Chikatoshi,1930,1939,early 1930s,Japan,Hanging scroll; ink and colors on silk,Painting,['Arts of Asia']
24661,211741c9-8c08-9f9f-f8be-80db7b28b211,Landscape,Rufino Tamayo,1930,1930,1930,Mexico,Oil on canvas,Painting,"['Latin American', 'Arts of the Americas']"
40619,81b5faed-1b74-4689-ae83-50fcd5e8f32e,Zapata,José Clemente Orozco,1930,1930,1930,Mexico,Oil on canvas,Painting,"['Latin American', 'Essentials', 'Arts of the Americas']"
109278,080c3376-0a60-6d09-f23b-449742a1efeb,Abstraction: Background with Blue Cloudy Sky,Pablo Picasso,1930,1930,4-Jan-30,Spain,Oil on panel,Painting,['Modern Art']
62326,1d7d470b-4325-212b-1398-305b51a79cd1,Wings,Kurt Seligmann,1930,1930,1930,Switzerland,Oil on board,Painting,['Modern Art']
93813,7893ede4-351d-f37d-c4fe-51a3fd967de8,And Man Created God in His Own Image,Ivan Albright,1930,1931,1930–31,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
93815,6a68206e-9f60-4af5-2d4c-e6e9c1d211ad,Three Love Birds,Ivan Albright,1930,1930,1930,United States,Charcoal and oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
6565,b272df73-a965-ac37-4172-be4e99483637,American Gothic,Grant Wood,1930,1930,1930,United States,Oil on Beaver Board,Painting,"['Art Institute Icons', 'Essentials', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
105800,f2c5656a-1347-c1f3-a32a-77c80102927d,Train Station,Walter Ellison,1930,1940,1935,United States,Oil on cardboard,Painting,"['African American artists', 'African Diaspora', 'Arts of the Americas']"
23098,d4b8a8bc-afdf-7b84-49cc-9ca6714d04b5,"Still Life, Clown",Pavel Tchelitchew,1930,1930,1930,United States,Oil on canvas,Painting,['Modern Art']
52719,53230fd5-a5f4-8072-11f8-f65ab89e9100,Baby,Isamu Noguchi,1930,1930,1930,United States,"Brush and black ink on cream laid Japanese paper, mounted as a scroll",Painting,['Arts of Asia']
60510,e1e20a4f-bd35-6b51-775c-32d2a500b3fa,Hogs Killing a Snake,John Steuart Curry,1930,1930,c. 1930,United States,Oil on canvas,Painting,"['SAIC Alumni and Faculty', 'Arts of the Americas']"
27357,709f364e-4594-779d-53a7-315b36db8048,"English Harbor, the Pier at Brighton",Robert Bartholow Harshe,1930,1930,c. 1930,United States,Oil on panel,Painting,['Arts of the Americas']
9614,8014d267-01f0-130e-616a-8a6c16f5840e,Haunted House,Morris Kantor,1930,1930,1930,United States,Oil on canvas,Painting,"['Halloween', 'Arts of the Americas']"
111636,55bed66c-1551-5073-ac7e-3d253dbfd36c,A Boy Named Alligator,Kathleen Blackshear,1930,1930,1930,United States,Oil on canvas,Painting,"['SAIC Alumni and Faculty', 'Women artists', 'Arts of the Americas']"
185778,91833784-463a-9fea-fbc6-3b485a2c5fdb,Untitled (Still Life with Lobster),Jan Matulka,1930,1930,c. 1930,United States,"Oil, and possibly sand, on canvas",Painting,['Arts of the Americas']
49686,6a075c35-06ef-9ce0-50fd-5017d5cd67cd,Portrait of Virgil Thomson,Florine Stettheimer,1930,1930,1930,United States,"Oil, and possibly ink, on canvas",Painting,"['Women artists', 'Arts of the Americas']"
73648,34a18ce8-f39d-059a-18c8-932c22fb0a5d,Hand Holding Cloth,Léopold Survage,1929,1929,1929,France,Oil on canvas,Painting,['Modern Art']
185190,7ebb868a-19b4-381b-4180-5fabd19ac48f,Face Holding a Leaf,Léopold Survage,1929,1939,c. 1934,France,Oil on canvas,Painting,['Modern Art']
71978,28f20fcd-a5b3-04b3-2dc9-4c5c79ff7b6b,Reclining Nude,Max Beckmann,1929,1929,1929,Germany,Oil on canvas,Painting,['Modern Art']
111664,2aec7f1b-9adf-63ec-e72f-8840b58e27b7,Fleeing Ghost,Paul Klee,1929,1929,1929,Germany,Oil on canvas,Painting,['Modern Art']
46327,86729761-235c-c900-5c07-2d0bdbe38947,"Black Cross, New Mexico",Georgia O'Keeffe,1929,1929,1929,New Mexico,Oil on canvas,Painting,"['Art Institute Icons', 'Women artists', 'Chicago Artists', 'Essentials', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
65887,beed3af1-8c97-1c24-7c5a-a058f5cb5eba,Dogs Chasing Each Other,Arthur Dove,1929,1929,1929,United States,Oil on canvas,Painting,['Arts of the Americas']
9535,aab879bf-4a41-7984-101a-61d6712d333c,"Heavy the Oar to Him Who Is Tired, Heavy the Coat, Heavy the Sea",Ivan Albright,1929,1929,1929,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
93811,2d43ebe4-89aa-ae2d-6fd6-085bb6b77ee0,Into the World There Came a Soul Called Ida,Ivan Albright,1929,1930,1929–30,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
118576,d374d390-2f73-71ba-f6c1-f077fc6f2672,The White Horse,Herman Menzel,1929,1929,1929,United States,Oil on canvas,Painting,['Arts of the Americas']
65868,41409b1b-a188-e63e-f66e-1fab769ad564,Silver Sun,Arthur Dove,1929,1929,1929,United States,"Oil, metallic paint, and an unidentified material (possibly wax) on canvas",Painting,['Arts of the Americas']
65884,4cffecd8-29fa-cb7d-ed97-98e18b366fbe,Telegraph Pole,Arthur Dove,1929,1929,1929,United States,"Oil, metallic paint, and pencil, on steel plate",Painting,['Arts of the Americas']
6786,f0c9e66a-4a6b-7b5e-019c-ad006cc306ac,Path by the Sea,Leon Kroll,1929,1929,c. 1929,United States,Oil on canvas,Painting,['Arts of the Americas']
146853,7cb1f655-b9bd-5e58-15d1-ddaf02e9819c,Silver Tanks,Arthur Dove,1929,1929,1929,United States,"Oil and metallic paint on canvas, mounted on panel",Painting,['Arts of the Americas']
121909,ac116018-617a-5655-29b2-331770a2c8b5,White Heron in a Pool in a Garden,Frank Weston Benson,1929,1929,c. 1929,United States,Oil on canvas,Painting,['Arts of the Americas']
44852,d6d442e8-4c4c-75d1-4e1a-06e536fabd4d,Vuillard's Room at the Château des Clayes,Édouard Jean Vuillard,1928,1938,c. 1932,France,"Distemper on paper, mounted on canvas",Painting,['Painting and Sculpture of Europe']
79781,ff5d2e96-91df-6929-8947-a9d41be61cfa,Still Life,Fernand Léger,1928,1928,1928,France,Oil on canvas,Painting,['Modern Art']
26082,94cdf00a-373d-0f0f-685a-8eebe8d26bc2,Têtes-paysage,Francis Picabia,1928,1928,1928,France,Oil on canvas,Painting,['Modern Art']
82413,e1bd416f-ec68-4dea-7ddd-70bb8c8b6156,The Three Judges,Georges Rouault,1928,1928,1928,France,"Oil and gouache on paper, mounted on cardboard and backed with canvas",Painting,['Modern Art']
156474,be2c9626-8088-8502-48a0-e55d77d92d94,Relaxing in the Shade,Yamakawa Shûhô,1928,1938,c. 1933,Japan,Two-panel screen; ink and color on silk,Painting,['Arts of Asia']
236861,658e5f8b-ca48-1271-411e-dec97a3f018a,Aesthetic Function in Space,Knud Merrild,1928,1933,1928–33,Los Angeles,"Oil on Masonite and cardboard with mirror, in artist-painted frame",Painting,['Arts of the Americas']
72728,64b620f1-4467-7e17-4356-d7537850aa5f,Untitled,Yves Tanguy,1928,1928,1928,United States,Oil on wood,Painting,"['Modern Art', 'Essentials']"
32596,543d2011-2055-35e1-8b69-c93d59d52b01,Flesh (Smaller Than Tears Are the Little Blue Flowers),Ivan Albright,1928,1928,1928,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
64385,c4a64a92-e53e-f33e-9243-94e8ae678c49,Strange Worlds,Todros Geller,1928,1928,1928,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
235653,80394944-0342-11ad-89e6-b8367b31ad6f,Inscription Rock,Raymond Jonson,1928,1928,1928,United States,Oil on canvas,Painting,['Arts of the Americas']
24687,b3688c8c-06f2-2a35-56bb-19de1a05344e,Yellow Hickory Leaves with Daisy,Georgia O'Keeffe,1928,1928,1928,United States,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
60869,7f17d572-34c3-eef8-0c03-ebde7a19e9dd,Swappin' Grounds,Rudolph F. Ingerle,1928,1928,1928,United States,Oil on canvas,Painting,['Arts of the Americas']
52980,7a234567-f4e5-b0a5-8408-eb82938fb565,The Alameda,Emil Armin,1928,1928,1928,United States,Oil on canvas,Painting,['Arts of the Americas']
120896,16f58e07-f189-e5f8-fe17-c4bb14abfc7f,The Children's Lunch,Alexander Brook,1928,1928,1928,United States,Oil on canvas,Painting,['Arts of the Americas']
265938,0e377fb7-5740-51a2-c729-ed5965b1ed79,Chrysanthèmes sur une table,Jean Fautrier,1927,1927,about 1927,France,Oil on canvas,Painting,['Modern Art']
18830,80023112-af68-e396-2e52-1627939ab75a,Abstract Composition,Le Corbusier (Charles-Édouard Jeanneret),1927,1927,1927,France,Oil on canvas,Painting,['Modern Art']
118729,f9deae9e-bc51-53e5-75d3-759e5b03ade5,Untitled (Two Death's Heads),André Masson,1927,1927,1927,France,Oil and sand on canvas,Painting,['Modern Art']
24219,e237cd70-b5dd-10e6-1bef-23cfcd0741a1,Portrait of a Lady,André Lhote,1927,1927,1927,France,Oil on canvas,Painting,['Modern Art']
20554,16f8be27-b469-d7f2-954e-7dfc2ebdb93d,The Eventuality of Destiny,Giorgio de Chirico,1927,1927,1927,Italy,Oil on canvas,Painting,['Modern Art']
156075,81bcd428-6d79-c3b5-703d-b4695127b958,Loch Vale,Grant Wood,1927,1927,1927,Loch Vale,Oil on canvas,Painting,"['SAIC Alumni and Faculty', 'Arts of the Americas']"
75315,58f4d35a-cb4c-d92a-3c16-0630c5a0c231,Figure,Pablo Picasso,1927,1927,1927,Spain,Oil and chalk on canvas,Painting,['Modern Art']
120542,5d3eec02-5b6f-1954-c6f1-63c159415cd5,Painting (The Circus Horse),Joan Miró,1927,1927,1927,Spain,Oil and tempera on canvas,Painting,['Modern Art']
204041,21f5b1f7-bc81-c5e5-ee7f-2c7f406384a1,Extemporaneous,Helen Torr,1927,1927,1927,United States,"Egg tempera on metal, mounted on board",Painting,"['Women artists', 'Arts of the Americas']"
70035,bbb8539a-5d43-0c6b-ca68-61adcb08c370,Ballet Skirt or Electric Light,Georgia O'Keeffe,1927,1927,1927,United States,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
93804,548cb50e-905e-ec08-642a-e174d0ac52e6,The Lineman,Ivan Albright,1927,1927,1927,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
93806,8d5a4757-388c-afac-2905-03cffcadd78a,I Drew A Picture in the Sand and the Water Washed It Away,Ivan Albright,1927,1927,1927,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
93807,4fd1fc33-24d0-0cc0-f148-2fecc6b7409f,Memories of the Past,Ivan Albright,1927,1927,1927,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
82589,2f0197e2-7d1e-0aa7-e0cc-aa8354937762,Village Street,Lyonel Feininger,1927,1929,1927/29,United States,Oil on canvas,Painting,['Modern Art']
118696,a0f44dd2-2908-112e-62fd-a3bce34c5199,Self-Portrait,Arshile Gorky,1927,1928,1927/28,United States,Oil on linen,Painting,['Modern Art']
56089,ec5afc47-91bc-328b-63e5-0cc4c404547a,Portrait of a Painter,Paul Trebilcock,1927,1927,c. 1927,United States,Oil on canvas,Painting,['Arts of the Americas']
44002,82e492fb-a00a-ac9d-58e7-0124c4758aa1,Lily,William Samuel Schwartz,1927,1927,1927,United States,Oil on canvas,Painting,"['SAIC Alumni and Faculty', 'Arts of the Americas']"
66139,b9db31ec-fbcf-2155-5de1-b1992cc3f2f8,Head of a Young Woman,Marie Laurencin,1926,1926,1926,France,Oil on canvas,Painting,"['Modern Art', 'Women artists']"
153702,cd277f61-c27e-f8d5-766a-96e81fa9c061,Still Life,Fernand Léger,1926,1926,1926,France,Oil on canvas,Painting,['Modern Art']
153703,79f1c666-1e19-af39-f7e0-f22989835eb2,Lemons on a Pewter Plate,Henri Matisse,1926,1926,1926,France,Oil on canvas,Painting,['Modern Art']
23643,bdd11ec2-6566-0d64-dadf-8d1865d93ca3,Dead Fowl,Chaim Soutine,1926,1926,1926,Lithuania,Oil on canvas,Painting,['Modern Art']
93805,4f5de2f2-125c-0d50-dd3d-0161dc9aa189,"I Walk To and Fro through Civilization and I Talk as I Walk (Follow Me, the Monk)",Ivan Albright,1926,1927,1926–27,United States,Oil on canvas,Painting,"['Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
104031,adffecec-bc0d-0eee-b62b-a411fb208073,"The Shelton with Sunspots, N.Y.",Georgia O'Keeffe,1926,1926,1926,United States,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'Essentials', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
122230,42411c30-02ce-1972-be90-06720ee774fd,Twilight,Hale Woodruff,1926,1926,c. 1926,United States,Oil on pressed paperboard,Painting,"['African Diaspora', 'African American artists', 'Arts of the Americas']"
37432,81ee9028-3fe7-ad98-210a-ab78f60a6518,The Old Farm Hand,James Ormsbee Chapin,1926,1926,1926,United States,Oil on canvas,Painting,['Arts of the Americas']
65879,ef0a06c5-9c29-cbc6-7cf9-4fd81a6e2e7a,Monkey Fur,Arthur Dove,1926,1926,1926,United States,"Corroded metal, monkey fur, tin foil, and cloth on metal",Painting,['Arts of the Americas']
21711,3aa93fcf-ff26-346c-796f-db89e86af84f,Femme a la Cruche-une Orientale,George Kars,1925,1935,c. 1930,Czech Republic,Oil on canvas,Painting,['Modern Art']
24202,e127aa5e-2154-5116-76e1-0c3f0c4a7cb4,La Java,Georges Emile Capon,1925,1925,1925,France,Oil on canvas,Painting,['Modern Art']
59867,89f059fb-4919-6783-6b7e-ec960a639b60,Landscape in Provence,André Derain,1925,1935,c. 1930,France,Oil on cradled panel,Painting,['Modern Art']
59865,ef0b4c76-c524-053a-f171-3e05f01f8d27,Ballet Dancer,André Derain,1925,1930,late 1920s,France,Oil on canvas,Painting,['Modern Art']
111381,6f84b595-943b-b698-6c4d-79a27e4f7ee7,The Seine at Vernonnet,Pierre Bonnard,1925,1935,c. 1930,France,Oil on canvas,Painting,['Modern Art']
111654,10dd1877-fbdd-5a2d-adf9-b62b24c89ba9,The Policeman,Joan Miró,1925,1925,1925,Spain,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
76047,292e165b-bef2-ea36-5d67-a1c7b60d2c52,A Vision,Joseph Stella,1925,1926,1925–26,United States,Oil on canvas,Painting,['Arts of the Americas']
71982,26c5ab1b-b494-37d6-c0e3-7bb8ecc78b96,The Blue Forest,Max Ernst,1925,1925,1925,United States,Oil on canvas,Painting,['Modern Art']
90445,5e8c0b90-e611-a3a3-4eaa-8501b9821d93,Human Figure with Two Birds,Max Ernst,1925,1929,1925/29,United States,"Oil on emery paper, mounted on scrap-wood panel covered with industrial-grade black paper",Painting,['Modern Art']
18598,b970a668-de03-945f-cb42-31b2ad8ed05c,Myself,Leopold Gould Seyffert,1925,1925,1925,United States,Oil on canvas,Painting,['Arts of the Americas']
249427,5bb2d4a1-4e98-eb12-615b-51f8370e5872,Woman before the Mirror,Ellen Emmet Rand,1925,1925,1925,United States,Oil on board,Painting,"['Women artists', 'Arts of the Americas']"
90441,8363dfda-5f9e-3e11-0c6c-2ddd219921cf,Abstract Cityscape,Léopold Survage,1924,1924,1924,France,Oil on canvas,Painting,['Modern Art']
111668,d6ae4b1c-5668-54e4-fb59-76be7beed7c2,Asiatic God,Paul Klee,1924,1924,1924,Germany,"Oil and plaster, over gauze, on panel",Painting,['Modern Art']
64962,cc7d2ecc-f4ae-393e-7ab0-fe3716f49502,Counter-Composition VIII,Theo van Doesburg,1924,1924,1924,Netherlands,Oil on canvas,Painting,['Modern Art']
11371,f3ad0bd5-2502-a308-bd69-e6ca4987f55f,Spring Rains,W. Victor Higgins,1924,1924,c. 1924,United States,Oil on canvas,Painting,"['SAIC Alumni and Faculty', 'Arts of the Americas']"
118687,28e63b46-0162-c93d-5370-f448ada5aa7f,Untitled (Birds),Max Ernst,1924,1924,1924,United States,"Oil and sand on linen mounted on Masonite pressed-wood board, with cork frame by the artist",Painting,['Modern Art']
86448,59338344-fdf2-a6b9-0748-6cf10370a10e,Selectmen of Provincetown,Charles Webster Hawthorne,1924,1924,c. 1924,United States,Oil on fabric on pulp board,Painting,['Arts of the Americas']
13832,2ca9b97b-de1a-575b-507a-95d526661792,Light and Shadow,John Warner Norton,1924,1924,c. 1924,United States,Oil on canvas,Painting,['Arts of the Americas']
23700,0b5057af-97c6-5eb8-7328-fa9cf46d8751,The Praying Jew,Marc Chagall,1923,1923,1923 (one of two versions after a 1914 composition),France,Oil on canvas,Painting,['Modern Art']
109914,89a21b2f-c010-1752-4273-65f95096f9f0,Eating Out,Edouard Goerg,1923,1933,c. 1928,France,Oil on canvas,Painting,['Modern Art']
63990,87a116f3-12bb-0ac3-df95-aae108579e28,Stakim,Paul Klee,1923,1933,c. 1928,Germany,Oil on plaster,Painting,['Modern Art']
158751,ba74b990-fc26-64fd-4704-328e99e1eef8,Spring,Georgia O'Keeffe,1923,1924,1923–24,Lake George,Oil on canvas,Painting,"['Women artists', 'Chicago Artists', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
217570,3f3d618f-df66-eeed-5733-6633f001d9d0,Untitled,Max Herman Maxy,1923,1923,1923,Romania,Oil on canvas,Painting,['Modern Art']
84228,e71f73ca-b5d3-4baa-4384-f2218b9df22a,By-Products Plants,Joseph Stella,1923,1926,1923–26,United States,Oil on canvas,Painting,['Arts of the Americas']
22191,d312bfce-3a61-223e-1591-903fc0f64e42,Claudine Resting,Jules Pascin,1923,1923,1923,United States,Oil on canvas,Painting,['Modern Art']
65940,e5ee149b-36ed-49c1-cad0-04ae6535090d,Still Life No. 3,Marsden Hartley,1923,1923,1923,United States,Oil on canvas,Painting,"['Drinking and Dining', 'Arts of the Americas']"
71529,6349bf10-a044-70f4-2500-eda2e8a9f9cb,Saw,Stuart Davis,1923,1923,1923,United States,Oil on canvas,Painting,['Arts of the Americas']
87440,4c290ea6-7969-d1c8-3c4c-132bd99f629a,Jim and His Daughter,Walter Ufer,1923,1923,1923,United States,Oil on canvas,Painting,['Arts of the Americas']
118614,1c2cc4ae-7a15-b94e-1bcd-a588ffa38ac1,The Circus Rider,Marc Chagall,1922,1932,c. 1927,France,Oil on canvas,Painting,['Modern Art']
7988,3dcb169e-b73e-6d52-6ac5-525b67e5b8b7,Claude Monet,Albert André,1922,1922,1922,France,Oil on canvas,Painting,['Painting and Sculpture of Europe']
153701,a3c73ab6-76b7-a016-5bff-ab2bc566d26f,Reclining Woman,Fernand Léger,1922,1922,1922,France,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
78503,ab952f7c-03cb-1850-a855-e2b8af8f57cc,Portrait of Emily Crane Chadbourne,Tsugouharu Foujita,1922,1922,1922,Japan,Tempera and silver leaf on canvas,Painting,['Modern Art']
79072,8a6e5b5b-7880-1b25-4bf7-621f4dae8505,Still Life,Pablo Picasso,1922,1922,4-Feb-22,Spain,Oil on canvas,Painting,['Modern Art']
193869,a8e8b0d2-9e40-0d5d-7747-93f12d5811fe,Calla Lilies,Arthur B. Carles,1922,1925,1922–25,United States,Oil on canvas,Painting,['Arts of the Americas']
65864,a2d5b612-0900-562e-a9a0-d3efac7ccb01,Lantern,Arthur Dove,1922,1922,c. 1922,United States,Oil and silver paint on wood,Painting,['Arts of the Americas']
4699,617a27c7-2650-6261-4771-f338299c8c07,The Time-Binder,Mira Edgerly-Korzybska,1922,1922,1922,United States,Oil on ivory,Painting,"['Women artists', 'Arts of the Americas']"
24332,d9315a3f-1f41-3e0e-e0af-eaa01914bd7f,Composition in Blue,Fernand Léger,1921,1927,1921/27,France,Oil on canvas,Painting,['Modern Art']
27980,65e58fc4-4dd1-7149-b76b-94547745bece,Woman on Rose Divan,Henri Matisse,1921,1921,1921,France,Oil on canvas,Painting,['Modern Art']
27984,d0e36029-27fc-bf4e-357a-55cfbaf7bdfd,Woman before an Aquarium,Henri Matisse,1921,1923,1921–23,France,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
80575,dcdb3fae-0c6f-f729-fb4c-bc18cdd9f980,Jungle Symphony,Charles Georges Dufresne,1921,1921,1921,France,Oil on canvas,Painting,['Modern Art']
120817,11c44e48-d9d8-e6e2-2bd2-023ec14cbe13,Composition,Auguste Herbin,1921,1921,1921,France,Oil on panel,Painting,['Modern Art']
109819,25f660ee-f1db-d13b-42a5-56df97c98ba7,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",Piet Mondrian,1921,1921,1921,Netherlands,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
109275,64734461-887d-80b9-8489-e38cb05ac01d,Mother and Child,Pablo Picasso,1921,1921,1921,Spain,Oil on canvas,Painting,"['Modern Art', 'Essentials']"
28884,2a269129-0a2a-75e7-4e7c-01d184a146e1,"Fragment of ""Mother and Child""",Pablo Picasso,1921,1921,1921,Spain,Oil on canvas,Painting,['Modern Art']
253793,38c1cbfd-fbb9-f05c-d743-a6cf1e2f68e9,The Milliners,Theresa F. Bernstein,1921,1921,1921,United States,Oil on canvas,Painting,"['Women artists', 'Arts of the Americas']"
9320,9b82ab4a-abee-0f04-5a4f-1fd4039ac341,My Mother,George Wesley Bellows,1921,1921,Mar-21,United States,Oil on canvas,Painting,['Arts of the Americas']
74375,93b81e29-46b2-4ddf-2f3b-af1e1a4651a3,Spring,Charles Demuth,1921,1921,1921,United States,Oil and graphite on canvas,Painting,['Arts of the Americas']
7755,3c9eff28-3289-f650-a019-7df9db9d286c,"Mount Equinox, Winter",Rockwell Kent,1921,1921,1921,United States,Oil on canvas,Painting,['Arts of the Americas']
13726,6cc65b55-b8d0-2ee0-f37a-7cf6e9797162,The Miraculous Drought,Emil Carlsen,1921,1921,1921,United States,Oil on canvas,Painting,['Arts of the Americas']
65861,62df25ca-c159-18b9-b94f-00afc08503b1,Business,Charles Demuth,1921,1921,1921,United States,Oil and graphite on canvas,Painting,['Arts of the Americas']
140644,bb2814ad-be72-985e-8683-6b70bb6b71fd,Self-Portrait,Archibald John Motley Jr.,1920,1920,c. 1920,Chicago,Oil on canvas,Painting,"['African American artists', 'Chicago Artists', 'African Diaspora', 'SAIC Alumni and Faculty', 'Arts of the Americas']"
109529,567b2141-2556-c195-01fe-b47c6d1a63dc,Reminiscence of a Cathedral,František Kupka,1920,1923,1920/23,Czech Republic,Oil on canvas,Painting,['Modern Art']
104280,35b30b33-55bb-33e0-614a-4eac485f4a14,Rue Winterbotham Carpenter,Arthur Ambrose McEvoy,1920,1920,1920,England,Oil on canvas,Painting,['Modern Art']
7694,5928ec1c-3ad5-bf23-8919-9e80bc994f88,"Smooth Talker, or The Academician (Bonimenteur ou L'Académicien)",Georges Rouault,1920,1930,c. 1925,France,Oil on canvas,Painting,['Modern Art']
27936,afa38424-ea2d-87ea-1b98-97afb17bec1b,Still Life,André Dunoyer de Segonzac,1920,1924,1920/24,France,Oil on panel,Painting,['Modern Art']
27930,50b2dee2-6011-fe79-58bc-b9d9ae140d0c,Grapes,André Derain,1920,1925,early 1920s,France,Oil on canvas,Painting,['Modern Art']
28339,fafc6d1b-1165-a1cb-b8ef-8634a1a01764,Fountain,André Derain,1920,1925,early 1920s,France,Oil on panel,Painting,['Modern Art']
63979,6b245b09-5285-adb1-0273-e60838bea600,The Red Table,Fernand Léger,1920,1920,1920,France,Oil on canvas,Painting,['Modern Art']
118733,ce4f8db6-62eb-6c05-2198-4b63867e12f5,Untitled (Match-Woman I),Francis Picabia,1920,1920,1920,France,"Oil on canvas with wooden matchsticks, hairpins, coins, leather hair rollers, and string",Painting,['Modern Art']
